Date,Price,Open,High,Low,Change %
2/10/2015,76.88,77.38,77.48,76.08,-1.75%
2/9/2015,78.25,77.3,78.84,77.29,1.73%
2/6/2015,76.92,79.75,79.76,76.66,-5.07%
2/5/2015,81.03,79.44,81.08,79.02,1.26%
2/4/2015,80.02,79.65,80.7,78.66,1.42%
2/3/2015,78.9,79.79,80.69,78.09,-1.83%
2/2/2015,80.37,78.43,80.88,78.32,1.22%
01/30/2015,79.4,77.3,79.78,76.24,2.94%
01/29/2015,77.13,77.71,77.71,75.35,-1.68%
01/28/2015,78.45,81.05,81.39,77.64,-4.24%
01/27/2015,81.92,79.91,82.19,79.81,3.01%
01/26/2015,79.53,77.49,79.6,75.75,1.53%
01/23/2015,78.33,80.48,80.49,77.72,-3.44%
01/22/2015,81.12,81.7,82.75,80.44,-0.11%
01/21/2015,81.21,82.75,83.22,79.34,-1.05%
01/20/2015,82.07,80.03,82.63,80.03,3.21%
01/16/2015,79.52,77.67,80.25,77.67,2.99%
01/15/2015,77.21,74.59,78.01,74.59,5.36%
01/14/2015,73.28,76.04,76.26,71.73,-2.68%
01/13/2015,75.3,79.7,79.94,74.37,-4.72%
1/12/2015,79.03,76.49,79.99,76.19,3.75%
1/9/2015,76.17,74.17,76.22,74.17,3.87%
1/8/2015,73.33,74.78,76.11,72.79,-1.72%
1/7/2015,74.61,74.76,76.6,73.38,-1.62%
1/6/2015,75.84,72.29,76.33,72.28,5.63%
1/5/2015,71.8,70.92,71.88,69.39,1.83%
1/2/2015,70.51,68.18,70.55,67.34,2.52%
12/31/2014,68.78,68.67,69.42,67.53,-0.41%
12/30/2014,69.06,67.55,69.93,67.55,3.57%
12/29/2014,66.68,68.15,68.29,66.42,-2.51%
12/26/2014,68.4,67.51,69.2,67.51,2.73%
12/24/2014,66.58,64.87,67.15,64.23,2.72%
12/23/2014,64.82,65.34,67.7,64.47,-0.83%
12/22/2014,65.36,69.09,69.11,64.94,-5.77%
12/19/2014,69.36,69.3,70.52,68.96,-0.16%
12/18/2014,69.47,67.5,69.56,66.65,4.45%
12/17/2014,66.51,63.48,66.72,63.21,5.32%
12/16/2014,63.15,64.93,65.95,62.94,-1.47%
12/15/2014,64.09,68.01,69.13,64.05,-6.68%
12/12/2014,68.68,69.67,70.49,68.33,-1.83%
12/11/2014,69.96,70.35,72.34,69.45,-1.46%
12/10/2014,71,73.22,74.62,70.79,-3.15%
12/9/2014,73.31,71.42,74.41,71.42,4.46%
12/8/2014,70.18,70.67,71.1,68.16,0.04%
12/5/2014,70.15,70.74,71.4,69.4,-1.83%
12/4/2014,71.46,72.99,73.55,71.18,-2.20%
12/3/2014,73.07,71.3,73.97,71.29,3.40%
12/2/2014,70.67,71.63,73.04,70.24,-3.35%
12/1/2014,73.12,69.39,73.26,69.39,6.92%
11/28/2014,68.39,72.22,72.22,68.22,-8.13%
11/26/2014,74.44,75.18,75.26,74.33,-1.30%
11/25/2014,75.42,72.84,75.49,72.78,3.64%
11/24/2014,72.77,73.35,74.16,72.27,-1.36%
11/21/2014,73.77,74,75.19,72.99,0.96%
11/20/2014,73.07,72.12,73.64,71.81,2.61%
11/19/2014,71.21,74.81,74.82,70.99,-5.18%
11/18/2014,75.1,72.86,75.27,72.59,4.39%
11/17/2014,71.94,70.59,72.41,69.54,1.58%
11/14/2014,70.82,66.05,71.05,65.2,6.18%
11/13/2014,66.7,68.31,68.57,66.37,-1.49%
11/12/2014,67.71,68.27,69.5,66.39,-0.24%
11/11/2014,67.87,65.55,68.88,65.55,4.27%
11/10/2014,65.09,68.57,68.57,64.76,-5.72%
11/7/2014,69.04,64.9,69.2,64.9,7.42%
11/6/2014,64.27,62.18,65.54,62.18,4.28%
11/5/2014,61.63,63.81,64.46,61.39,-4.23%
11/4/2014,64.35,66.53,66.53,64.17,-3.71%
11/3/2014,66.83,65.17,67.03,64.52,3.01%
10/31/2014,64.88,67.31,67.32,63.63,-4.55%
10/30/2014,67.97,72.33,72.33,67.83,-6.76%
10/29/2014,72.9,75.2,75.82,72.54,-3.86%
10/28/2014,75.83,75.2,75.85,74.21,1.68%
10/27/2014,74.58,75.47,75.47,74.55,-1.78%
10/24/2014,75.93,76.27,76.56,75.43,-0.42%
10/23/2014,76.25,75.66,76.8,74.67,0.42%
10/22/2014,75.93,78.22,78.28,75.88,-3.58%
10/21/2014,78.75,79.06,80.14,78.5,0.25%
10/20/2014,78.55,77.75,78.69,77.4,1.91%
10/17/2014,77.08,79.53,79.55,76.96,-2.80%
10/16/2014,79.3,78.7,80.55,78.32,0.10%
10/15/2014,79.22,79.29,80.75,78.34,-0.06%
10/14/2014,79.27,78.91,80.81,78.9,0.99%
10/13/2014,78.49,78.19,80.77,78.06,1.59%
10/10/2014,77.26,78.68,80.32,76.96,-2.15%
10/9/2014,78.96,82.16,82.22,77.54,-3.82%
10/8/2014,82.1,77.38,82.53,75.39,6.94%
10/7/2014,76.77,79.85,79.96,76.68,-3.62%
10/6/2014,79.65,78.84,79.89,78.31,1.57%
10/3/2014,78.42,80.74,80.83,78.38,-3.93%
10/2/2014,81.63,81.32,81.96,80.22,0.77%
10/1/2014,81.01,81.39,82.59,80.97,-0.12%
09/30/2014,81.11,82.41,82.8,80.81,-2.10%
09/29/2014,82.85,84.06,84.19,82.82,-1.28%
09/26/2014,83.92,84.58,84.58,83.49,-1.21%
09/25/2014,84.95,84.38,85.13,83.31,-0.04%
09/24/2014,84.98,85.41,86.26,84.73,-1.05%
09/23/2014,85.88,85.53,86.42,84.93,1.71%
09/22/2014,84.44,86.48,86.48,84.3,-2.86%
09/19/2014,86.93,88.9,88.93,86.53,-2.48%
09/18/2014,89.14,90.06,90.1,88.72,-1.43%
09/17/2014,90.43,92.29,92.5,90.25,-2.13%
09/16/2014,92.4,91.69,93.13,90.86,0.77%
09/15/2014,91.69,91.87,92.17,91.11,0.03%
9/12/2014,91.66,92.4,92.73,91.21,-1.44%
9/11/2014,93,91.64,93.13,91.12,0.80%
9/10/2014,92.26,92.99,93.43,91.69,-1.44%
9/9/2014,93.61,92.59,93.86,91.75,0.93%
9/8/2014,92.75,94.86,94.86,92.37,-2.68%
9/5/2014,95.3,95.19,95.64,93.95,0.24%
9/4/2014,95.07,98.6,98.9,94.83,-3.19%
9/3/2014,98.2,98.93,99.37,98.14,-0.53%
9/2/2014,98.72,101.2,101.2,98.7,-3.47%
08/29/2014,102.27,100.9,102.3,100.53,1.22%
08/28/2014,101.04,101.04,101.28,100.2,0.97%
08/27/2014,100.07,100.46,100.73,99.8,-0.14%
08/26/2014,100.21,98.68,100.3,98.68,2.17%
08/25/2014,98.08,99.22,99.29,97.97,-1.38%
08/22/2014,99.45,99.76,100,98.69,-0.20%
08/21/2014,99.65,100.89,100.89,98.98,-2.14%
08/20/2014,101.83,101.58,102.79,101.28,0.23%
08/19/2014,101.6,102.27,102.64,101.33,-0.85%
08/18/2014,102.47,101.43,102.55,101.12,0.49%
08/15/2014,101.97,101.64,102.33,100.77,-0.61%
08/14/2014,102.6,103.78,104.44,102.19,-1.18%
08/13/2014,103.83,103.98,104.54,103.28,-0.02%
8/12/2014,103.85,102.68,104.61,102.66,1.41%
8/11/2014,102.41,101.02,102.66,101.02,1.14%
8/8/2014,101.26,101.18,102.61,100.91,0.16%
8/7/2014,101.1,100.85,101.37,99.83,-0.03%
8/6/2014,101.13,99.98,101.63,99.97,2.08%
8/5/2014,99.07,98.1,99.28,97.05,0.77%
8/4/2014,98.31,99.42,99.84,97.49,-1.19%
8/1/2014,99.49,99.53,100.93,98.47,0.63%
07/31/2014,98.87,100.26,100.26,98.53,-2.02%
07/30/2014,100.91,101.36,101.46,99.82,-0.93%
07/29/2014,101.86,102.47,102.74,101.47,-0.32%
07/28/2014,102.19,101.2,102.22,100.76,0.59%
07/25/2014,101.59,98.41,101.62,98.24,3.07%
07/24/2014,98.56,99.62,99.63,98.15,-1.74%
07/23/2014,100.31,100.76,101.58,100.18,-0.48%
07/22/2014,100.79,101.61,101.95,100.62,-1.11%
07/21/2014,101.92,102.38,102.65,100.65,-0.06%
07/18/2014,101.98,101.39,102.05,100.53,-0.46%
07/17/2014,102.45,100.39,102.69,100.04,2.55%
07/16/2014,99.9,99.12,100.61,99.08,1.63%
07/15/2014,98.3,101.66,102.3,98.15,-3.02%
07/14/2014,101.36,102.66,102.71,100.94,-2.60%
7/11/2014,104.07,101.93,104.22,101.58,2.31%
7/10/2014,101.72,104.3,106.01,101.45,-1.98%
7/9/2014,103.77,101.67,104.14,101.66,2.59%
7/8/2014,101.15,100.5,101.29,99.13,1.17%
7/7/2014,99.98,101.11,101.11,99.77,-1.48%
7/3/2014,101.48,100.68,101.49,99.5,0.14%
7/2/2014,101.34,100.12,101.88,100.12,1.39%
7/1/2014,99.95,101,101.9,99.81,-0.90%
06/30/2014,100.86,98.69,101.07,97.81,1.78%
06/27/2014,99.1,99.03,99.92,98.1,0.13%
06/26/2014,98.97,97.64,99.11,97.07,0.83%
06/25/2014,98.16,97.32,98.8,97.12,0.87%
06/24/2014,97.31,100.54,101.47,97.25,-2.87%
06/23/2014,100.19,98.6,100.35,98.26,1.76%
06/20/2014,98.46,98.85,99.39,97.61,-0.67%
06/19/2014,99.12,95.34,99.24,95.34,4.66%
06/18/2014,94.71,92.34,94.74,92.07,2.51%
06/17/2014,92.39,91.42,92.65,90.92,0.54%
06/16/2014,91.89,92.63,92.86,91.46,-0.44%
06/13/2014,92.3,91.6,92.42,90.61,0.59%
6/12/2014,91.76,89.95,91.99,89.95,2.31%
6/11/2014,89.69,88.47,89.8,88.45,1.71%
6/10/2014,88.18,86.94,88.19,86.92,2.02%
6/9/2014,86.43,86.85,87.14,86.42,-0.31%
6/6/2014,86.7,86.68,86.79,85.59,0.05%
6/5/2014,86.66,85.55,87.1,85.55,1.90%
6/4/2014,85.04,84.95,85.55,84.52,0.07%
6/3/2014,84.98,84.57,85.22,83.52,0.41%
6/2/2014,84.63,84.84,85.69,84.06,-0.51%
05/30/2014,85.06,84.21,85.1,83.3,0.75%
05/29/2014,84.43,83.46,85.13,83.3,0.94%
05/28/2014,83.64,84.91,84.91,83.27,-1.70%
05/27/2014,85.09,87.75,87.75,84.93,-3.55%
05/23/2014,88.22,88.71,88.87,87.97,-0.62%
05/22/2014,88.77,89.25,89.5,88.64,0.08%
05/21/2014,88.7,88.36,88.72,87.88,0.02%
05/20/2014,88.68,88.76,89.37,88.19,-0.47%
05/19/2014,89.1,89.44,89.6,88.63,0.27%
05/16/2014,88.86,89.42,89.43,88.53,-0.91%
05/15/2014,89.68,90.56,90.65,89.15,-1.41%
05/14/2014,90.96,91.1,91.75,90.92,0.63%
05/13/2014,90.39,90.47,91.37,90.37,-0.26%
5/12/2014,90.63,90,91.24,90,1.40%
5/9/2014,89.38,89.9,90.21,88.71,-0.59%
5/8/2014,89.91,90.12,90.63,89.65,-0.13%
5/7/2014,90.03,91.79,91.92,89.46,-2.14%
5/6/2014,92,92.85,92.95,91.88,-0.79%
5/5/2014,92.73,93.59,94.03,92.5,-0.29%
5/2/2014,93,91.39,93.16,91.08,2.21%
5/1/2014,90.99,91.65,91.72,90.75,-1.38%
04/30/2014,92.26,92.21,92.9,91.39,-0.67%
04/29/2014,92.88,91.31,93.15,91.31,1.65%
04/28/2014,91.37,93.21,93.24,91.07,-2.08%
04/25/2014,93.31,92.03,93.33,91.87,1.84%
04/24/2014,91.62,92.48,93.34,91.47,-1.36%
04/23/2014,92.88,91.11,93.62,91.04,2.01%
04/22/2014,91.05,89.96,91.1,89.28,1.28%
04/21/2014,89.9,90.03,90.7,88.15,-0.31%
04/17/2014,90.18,90.86,91.44,90.13,-0.72%
04/16/2014,90.83,91.89,92.23,90.4,-1.13%
04/15/2014,91.87,92.69,92.72,90.11,-2.09%
04/14/2014,93.83,93.21,94.96,93.16,1.38%
4/11/2014,92.55,94.21,94.64,92.09,-1.74%
4/10/2014,94.19,96.32,96.88,93.9,-1.66%
4/9/2014,95.78,94.67,97.04,93.85,0.61%
4/8/2014,95.2,93.84,95.39,93.84,2.43%
4/7/2014,92.94,92.98,94.55,92.36,-0.39%
4/4/2014,93.3,93.42,94.89,93.04,0.66%
4/3/2014,92.69,93.03,93.1,91.95,-0.90%
4/2/2014,93.53,92.08,94.15,92.08,2.17%
4/1/2014,91.54,91.31,92.36,90.97,0.37%
03/31/2014,91.2,93.09,93.35,90.88,-2.31%
03/28/2014,93.36,91.79,94.03,91.12,1.68%
03/27/2014,91.82,90.57,92.21,90,1.10%
03/26/2014,90.82,94.59,95.06,90.68,-3.91%
03/25/2014,94.52,94.36,95.72,94.19,0.64%
03/24/2014,93.92,97.81,97.81,93.75,-4.66%
03/21/2014,98.51,99.35,100.3,97.92,-0.04%
03/20/2014,98.55,97.83,99.52,97.06,0.27%
03/19/2014,98.28,101.53,101.53,98.15,-3.72%
03/18/2014,102.08,102.09,103.27,100.81,-0.81%
03/17/2014,102.91,105.92,105.94,102.86,-3.10%
03/14/2014,106.2,105.73,107.39,105.16,0.85%
03/13/2014,105.3,102.75,105.56,102.38,2.40%
3/12/2014,102.83,100.43,102.93,100.43,2.96%
3/11/2014,99.87,100.51,101.36,99.46,0.01%
3/10/2014,99.86,100.41,100.88,99.23,-0.78%
3/7/2014,100.64,102.7,102.7,100.02,-2.43%
3/6/2014,103.15,102.46,103.47,102.28,1.18%
3/5/2014,101.95,100.81,102.17,100.04,1.45%
3/4/2014,100.49,100.31,101.2,99.22,-0.50%
3/3/2014,101,100.39,102.64,100.37,1.46%
02/28/2014,99.55,100.32,100.73,99.01,-0.54%
02/27/2014,100.09,100.26,101.9,99.74,-0.16%
02/26/2014,100.25,101.26,101.41,99.5,-1.33%
02/25/2014,101.6,102.83,103.22,101.42,-1.58%
02/24/2014,103.23,103.31,104.34,103.18,0.34%
02/21/2014,102.88,103.49,104.13,101.78,-0.48%
02/20/2014,103.38,99.46,103.59,99.39,3.92%
02/19/2014,99.48,102.68,103.3,99.17,-3.27%
02/18/2014,102.84,102.54,103.14,101.24,0.83%
02/14/2014,101.99,100.35,103.19,100.35,2.43%
02/13/2014,99.57,96.07,99.64,95.41,3.77%
2/12/2014,95.95,98.91,99.14,95.6,-2.76%
2/11/2014,98.67,95.48,99.23,95.48,3.81%
2/10/2014,95.05,92.67,95.52,92.65,3.07%
2/7/2014,92.22,89.7,92.35,89.69,3.13%
2/6/2014,89.42,89.72,90.32,88.81,-0.04%
2/5/2014,89.46,91.13,91.66,89.43,-1.20%
2/4/2014,90.55,89.63,90.62,89.12,0.69%
2/3/2014,89.93,91.25,92.59,89.86,-0.86%
01/31/2014,90.71,91.37,91.92,89.7,-0.50%
01/30/2014,91.17,92.5,92.5,90.28,-2.13%
01/29/2014,93.15,91.83,93.36,90.98,2.19%
01/28/2014,91.15,89.68,91.51,89.19,1.75%
01/27/2014,89.58,92.24,92.24,89.49,-3.34%
01/24/2014,92.68,94.31,95.23,90.72,-0.82%
01/23/2014,93.45,91.89,94.6,91.89,2.48%
01/22/2014,91.19,93.29,93.29,90.95,-2.54%
01/21/2014,93.57,92.25,94.01,90.88,1.38%
01/17/2014,92.3,90.3,92.86,90.3,2.73%
01/16/2014,89.85,89.46,90.22,89.17,1.01%
01/15/2014,88.95,87.13,89.07,86.81,1.38%
01/14/2014,87.74,88.69,90.34,87.44,-1.49%
01/13/2014,89.07,87.19,89.16,86.34,2.32%
1/10/2014,87.05,84.59,87.23,84.59,3.38%
1/9/2014,84.2,85.42,85.42,84.1,-1.83%
1/8/2014,85.77,86.38,86.45,85.2,-1.33%
1/7/2014,86.93,86.43,86.97,85.33,-0.03%
1/6/2014,86.96,87.14,87.93,86.69,0.38%
1/3/2014,86.63,87.99,88.14,86.51,-1.04%
1/2/2014,87.54,84.69,87.81,84.68,4.03%
12/31/2013,84.15,82.17,84.34,81.66,2.15%
12/30/2013,82.38,83.88,83.94,82.28,-2.27%
12/27/2013,84.29,83.54,84.3,83.4,1.15%
12/26/2013,83.33,83.22,84.77,82.81,0.65%
12/24/2013,82.79,80.53,82.89,80.53,2.86%
12/23/2013,80.49,80.46,81.03,80.12,0.07%
12/20/2013,80.43,80.52,81.24,80.27,0.02%
12/19/2013,80.41,81.19,81.19,79.73,-1.45%
12/18/2013,81.59,82.87,84.15,81.46,-1.22%
12/17/2013,82.6,82.44,83.08,81.98,-0.41%
12/16/2013,82.94,82.26,83.69,82.15,0.96%
12/13/2013,82.15,82.33,83.22,81.86,0.45%
12/12/2013,81.78,82.06,82.07,80.49,-1.27%
12/11/2013,82.83,85.74,85.79,82.78,-3.45%
12/10/2013,85.79,82.92,86.54,82.92,4.01%
12/9/2013,82.48,81.22,82.57,81.22,2.08%
12/6/2013,80.8,81.49,82.6,80.65,-0.21%
12/5/2013,80.97,82.13,82.43,80.92,-2.46%
12/4/2013,83.01,81.32,83.65,80.78,2.63%
12/3/2013,80.88,81.67,82.11,80.72,-1.22%
12/2/2013,81.88,85.87,85.87,81.85,-5.30%
11/29/2013,86.46,85.5,87.06,85.5,2.03%
11/27/2013,84.74,84.69,85.57,84.02,0.58%
11/26/2013,84.25,85.57,85.59,83.98,-2.17%
11/25/2013,86.12,85.95,86.84,83.89,-0.29%
11/22/2013,86.37,87.32,88.27,86.21,-0.86%
11/21/2013,87.12,87.59,87.6,85.76,-1.09%
11/20/2013,88.08,89.97,90.77,87.53,-2.94%
11/19/2013,90.75,90.67,91.42,90.11,0.03%
11/18/2013,90.72,92.43,92.43,90.36,-2.04%
11/15/2013,92.61,93.88,94.36,92.57,-1.19%
11/14/2013,93.73,92.38,93.92,92.26,2.48%
11/13/2013,91.46,91.25,91.72,90.85,0.68%
11/12/2013,90.84,92.12,92.9,90.49,-2.04%
11/11/2013,92.73,91.9,92.79,90.54,0.26%
11/8/2013,92.49,91.34,92.51,89.56,0.82%
11/7/2013,91.74,94.07,94.18,91.52,-2.75%
11/6/2013,94.33,94.03,94.86,93.93,1.13%
11/5/2013,93.28,94.17,94.17,92.33,-1.13%
11/4/2013,94.35,92.42,94.49,92.42,2.51%
11/1/2013,92.04,94.64,94.65,91.74,-3.19%
10/31/2013,95.07,98.39,98.39,95.04,-4.11%
10/30/2013,99.15,98.56,100.25,95.73,1.48%
10/29/2013,97.7,99.76,100.16,97.58,-2.52%
10/28/2013,100.23,99.96,101.66,98.69,0.51%
10/25/2013,99.72,98.5,100.06,97.51,0.69%
10/24/2013,99.04,96.7,99.35,96.7,3.87%
10/23/2013,95.35,97.52,98.07,95.01,-2.62%
10/22/2013,97.92,94.87,98.45,94.87,4.21%
10/21/2013,93.96,92.68,94.06,92.68,1.94%
10/18/2013,92.17,92.5,93.53,91.86,-0.54%
10/17/2013,92.67,89.51,94.11,89.51,5.04%
10/16/2013,88.22,89.29,89.56,87.77,-1.32%
10/15/2013,89.4,86.89,89.66,86.6,2.39%
10/14/2013,87.31,87.27,88.09,86.56,0.65%
10/11/2013,86.75,87.9,87.9,86.15,-2.01%
10/10/2013,88.53,88.74,90.22,87.74,-0.29%
10/9/2013,88.79,88.3,89.89,86.46,-0.17%
10/8/2013,88.94,91.89,92.23,88.49,-3.10%
10/7/2013,91.79,90.93,91.95,90.93,1.58%
10/4/2013,90.36,90.9,91.26,89.99,-0.21%
10/3/2013,90.55,91.69,92.76,90.48,-1.33%
10/2/2013,91.77,91.92,93.9,91.62,0.45%
10/1/2013,91.36,92.61,92.61,90.52,-2.21%
09/30/2013,93.42,93.3,94.54,92.56,-0.34%
09/27/2013,93.74,94.6,95.76,93.14,-0.03%
09/26/2013,93.77,95.5,96.32,92.84,-1.58%
09/25/2013,95.28,94.16,97.23,94.01,1.66%
09/24/2013,93.72,93.67,94.75,92.18,-0.37%
09/23/2013,94.07,95.81,97.53,93.86,-1.75%
09/20/2013,95.75,101.16,101.16,95.62,-6.08%
09/19/2013,101.95,105.21,105.74,100.54,-2.79%
09/18/2013,104.88,95.92,106,95.04,8.67%
09/17/2013,96.51,95.58,96.56,94.8,1.65%
09/16/2013,94.94,95.94,97.04,94.76,-0.77%
09/13/2013,95.68,94.37,95.91,93.8,1.18%
9/12/2013,94.56,98.56,98.56,94.48,-4.91%
9/11/2013,99.44,98.7,99.57,97.19,0.90%
9/10/2013,98.55,101.45,101.45,98.17,-3.56%
9/9/2013,102.19,103.07,103.77,101.76,-0.80%
9/6/2013,103.01,102,103.86,101.99,1.74%
9/5/2013,101.25,104.15,104.28,100.93,-3.34%
9/4/2013,104.75,103.69,104.81,102.63,0.06%
9/3/2013,104.69,104.38,106.28,104.05,1.21%
08/30/2013,103.44,103.92,105.3,102.78,-1.33%
08/29/2013,104.83,103.55,106.25,101.47,0.51%
08/28/2013,104.3,107.81,110.17,103.77,-2.80%
08/27/2013,107.31,113.39,115.21,107.18,-4.42%
08/26/2013,112.27,112.01,113.83,110.88,0.79%
08/23/2013,111.39,108.36,112.12,108.26,2.76%
08/22/2013,108.4,107.38,110,107.32,1.84%
08/21/2013,106.44,109.92,110.02,106.29,-4.04%
08/20/2013,110.92,107.29,111.71,107.21,3.32%
08/19/2013,107.36,108.99,109.9,106.97,-1.75%
08/16/2013,109.27,111.9,112.83,107.99,-1.59%
08/15/2013,111.04,104.72,111.23,103.71,5.54%
08/14/2013,105.21,100.97,105.39,100.97,4.91%
08/13/2013,100.29,102.4,103.02,99.57,-2.38%
8/12/2013,102.73,98.41,103.48,98.41,5.19%
8/9/2013,97.66,95.65,99.19,94.65,1.77%
8/8/2013,95.96,89.12,96.16,89.12,8.42%
8/7/2013,88.51,88.65,90.19,88.3,-0.37%
8/6/2013,88.84,92.82,92.82,88.79,-5.23%
8/5/2013,93.74,94.41,95.73,93.53,-0.48%
8/2/2013,94.19,96.14,97.34,94.07,-2.00%
8/1/2013,96.11,98.8,99.33,96.04,-2.67%
07/31/2013,98.75,99.22,101.07,96.75,-0.43%
07/30/2013,99.18,99.85,100.08,98.36,-0.84%
07/29/2013,100.02,101.02,101.23,99.6,-0.85%
07/26/2013,100.88,99.34,100.9,97.65,0.94%
07/25/2013,99.94,98.88,101.52,98.38,1.04%
07/24/2013,98.91,103.44,103.44,97.01,-4.52%
07/23/2013,103.59,100.38,103.75,99.37,3.25%
07/22/2013,100.33,96.47,101.4,96.47,5.81%
07/19/2013,94.82,92.21,94.93,91.94,3.76%
07/18/2013,91.38,92.21,92.86,90.95,-0.13%
07/17/2013,91.5,94.19,95.28,91.39,-2.65%
07/16/2013,93.99,90.19,94.07,90.19,5.02%
07/15/2013,89.5,89.58,90.29,89.07,-0.08%
7/12/2013,89.57,91.16,91.16,88.63,-2.33%
7/11/2013,91.71,87.07,91.77,87.06,7.00%
7/10/2013,85.71,86.24,87.28,84.93,-0.33%
7/9/2013,85.99,85.58,87.39,85.4,1.19%
7/8/2013,84.98,86.69,87.49,84.92,-1.69%
7/5/2013,86.44,88.05,88.05,84.47,-3.19%
7/3/2013,89.29,88.21,89.71,87.75,1.86%
7/2/2013,87.66,91.36,91.38,86.64,-4.17%
7/1/2013,91.47,90.84,92.49,89.5,1.46%
06/28/2013,90.15,83.96,90.79,83.57,6.88%
06/27/2013,84.35,82.99,85.11,82.99,2.43%
06/26/2013,82.35,86.18,86.18,82.29,-5.58%
06/25/2013,87.22,87.48,88.45,86.29,-0.13%
06/24/2013,87.33,90.9,90.9,86.55,-4.46%
06/21/2013,91.41,90.61,91.79,88.33,1.33%
06/20/2013,90.21,96.84,96.85,89.09,-7.44%
06/19/2013,97.46,100.54,101.35,97.2,-2.85%
06/18/2013,100.32,102.29,102.59,99.97,-2.61%
06/17/2013,103.01,102.45,103.53,102.11,0.44%
06/14/2013,102.56,104.74,104.98,102.35,-1.62%
06/13/2013,104.25,102.82,104.31,101.99,0.95%
6/12/2013,103.27,102.66,104.93,102.37,0.81%
6/11/2013,102.44,104.84,104.84,102.27,-3.18%
6/10/2013,105.8,105.37,106.84,104.22,0.17%
6/7/2013,105.62,108.76,108.76,104.77,-3.89%
6/6/2013,109.9,108.34,110.42,107.97,1.30%
6/5/2013,108.49,108.28,109.98,107.27,0.24%
6/4/2013,108.23,109.64,109.64,107.13,-1.81%
6/3/2013,110.23,107.68,110.91,107.66,2.67%
05/31/2013,107.36,109.06,109.06,106.13,-1.95%
05/30/2013,109.49,104.91,109.55,104.9,5.24%
05/29/2013,104.04,100.45,104.11,100.37,3.99%
05/28/2013,100.05,100.56,102.57,99.28,-0.53%
05/24/2013,100.58,101.56,102.8,99.95,-1.25%
05/23/2013,101.85,101.96,102.97,101.25,0.54%
05/22/2013,101.3,100.73,105.05,100.2,1.07%
05/21/2013,100.23,101.92,101.96,99.13,-2.75%
05/20/2013,103.06,97.42,103.41,97.1,5.71%
05/17/2013,97.49,100.21,100.22,97.41,-3.27%
05/16/2013,100.79,99.91,102.26,97.96,0.35%
05/15/2013,100.44,103.9,103.9,100.28,-4.01%
05/14/2013,104.64,105.48,107,104.26,-1.11%
05/13/2013,105.81,107.66,107.66,105.76,-2.50%
5/10/2013,108.52,107.72,108.52,105.22,-0.28%
5/9/2013,108.83,109.74,112.33,108.47,-1.48%
5/8/2013,110.46,105.97,110.57,105.91,5.05%
5/7/2013,105.15,106.57,106.6,104.2,-2.39%
5/6/2013,107.72,107.81,108.13,107.18,0.05%
5/3/2013,107.67,107.41,109.94,107.08,0.49%
5/2/2013,107.15,107.62,108.26,106.31,-0.10%
5/1/2013,107.26,108.37,108.51,105.24,-1.92%
04/30/2013,109.36,107.2,109.37,104.67,1.37%
04/29/2013,107.88,106.95,108.7,106.92,1.48%
04/26/2013,106.31,110.17,110.57,105.29,-3.30%
04/25/2013,109.94,109.46,112.41,109.31,1.08%
04/24/2013,108.76,102.88,109.29,102.88,6.31%
04/23/2013,102.3,103.77,103.78,100.93,-1.91%
04/22/2013,104.29,103.53,105.44,102.51,1.36%
04/19/2013,102.89,102.41,104.23,100.35,1.16%
04/18/2013,101.71,99.25,102.98,98.77,2.89%
04/17/2013,98.85,104.3,105.09,98.42,-5.42%
04/16/2013,104.52,106.45,108.93,103.63,-0.67%
04/15/2013,105.23,114.31,114.39,104.97,-9.57%
4/12/2013,116.37,122.38,122.4,116.18,-5.64%
4/11/2013,123.33,124.99,125.8,123.12,-1.55%
4/10/2013,125.27,129.08,129.08,125.04,-3.41%
4/9/2013,129.69,125.05,130.62,124.83,4.01%
4/8/2013,124.69,125.96,126.77,124.23,-1.14%
4/5/2013,126.13,126.81,128.71,125.15,-0.30%
4/4/2013,126.51,122.8,127.05,121.41,2.65%
4/3/2013,123.24,128.36,129.69,122.22,-4.24%
4/2/2013,128.7,133.36,133.36,128.51,-3.94%
4/1/2013,133.98,135.73,135.79,133.34,-1.31%
03/28/2013,135.76,135.93,135.93,134.7,-0.62%
03/27/2013,136.61,133.96,136.68,133.63,1.63%
03/26/2013,134.42,135.06,135.29,133.19,-0.78%
03/25/2013,135.47,136.55,136.77,134.46,-1.09%
03/22/2013,136.96,137.12,138.23,136.49,-0.54%
03/21/2013,137.7,135.39,138.13,135.16,2.39%
03/20/2013,134.49,134.72,135.27,134.06,-0.18%
03/19/2013,134.73,134.56,135.88,133.92,-0.03%
03/18/2013,134.77,134.89,136.75,134.57,0.23%
03/15/2013,134.46,134.06,135.29,133.73,0.37%
03/14/2013,133.96,132.36,134.61,131.63,1.03%
03/13/2013,132.6,136.54,136.74,132.23,-2.70%
3/12/2013,136.28,133.74,137.36,133.73,2.49%
3/11/2013,132.97,133.63,134.12,132.26,-0.25%
3/8/2013,133.3,132.12,134.76,130.62,0.52%
3/7/2013,132.61,134.56,136.45,132.47,-1.25%
3/6/2013,134.29,128.79,134.36,127.89,4.19%
3/5/2013,128.89,129.74,131.3,128.79,-0.18%
3/4/2013,129.12,133.26,133.27,128.6,-3.13%
3/1/2013,133.29,134.38,135.21,132.72,-0.71%
